,EPS,DPS,NTA,Revenue,P/L,Quarter,Q Date,Financial Date,Announced,Net%,Report,ticker
27,-0.34,0.0,0.12,"44,612k","-2,958k",3,2013-03-31,2013-06-30,2013-05-31,250.8%,View,6254
28,-0.05,0.0,0.12,"53,483k",-419k,2,2012-12-31,2013-06-30,2013-02-25,112.9%,View,6254
29,-0.03,0.0,0.12,"53,386k",-265k,1,2012-09-30,2013-06-30,2012-11-30,108.1%,View,6254
30,0.07,0.0,0.12,"53,940k",608k,4,2012-06-30,2012-06-30,2012-08-30,153.4%,View,6254
31,0.23,0.0,0.12,"48,992k","1,962k",3,2012-03-31,2012-06-30,2012-05-30,3824%,View,6254
32,0.37,0.0,0.12,"52,396k","3,254k",2,2011-12-31,2012-06-30,2012-02-21,31.2%,View,6254
33,0.38,0.0,0.12,"57,218k","3,270k",1,2011-09-30,2012-06-30,2011-11-29,233.7%,View,6254
34,-0.13,0.0,0.11,"45,720k","-1,138k",4,2011-06-30,2011-06-30,2011-08-25,57.1%,View,6254
35,0.01,0.0,0.11,"43,566k",50k,3,2011-03-31,2011-06-30,2011-05-30,115.9%,View,6254
36,0.29,0.0,0.11,"48,021k","2,481k",2,2010-12-31,2011-06-30,2011-02-28,367.2%,View,6254
37,0.11,0.0,0.11,"46,182k",980k,1,2010-09-30,2011-06-30,2010-11-22,1080.7%,View,6254
38,-0.31,0.0,0.11,"51,324k","-2,654k",4,2010-06-30,2010-06-30,2010-08-26,84%,View,6254
39,-0.04,0.0,0.11,"42,756k",-314k,3,2010-03-31,2010-06-30,2010-05-24,92.3%,View,6254
40,0.06,0.0,0.11,"34,610k",531k,2,2009-12-31,2010-06-30,2010-02-25,120.2%,View,6254
41,0.01,0.0,0.11,"33,853k",83k,1,2009-09-30,2010-06-30,2009-11-25,101.9%,View,6254
42,-0.17,0.0,0.11,"37,459k","-1,442k",4,2009-06-30,2009-06-30,2009-08-27,109.6%,View,6254
43,-0.47,0.0,0.11,"41,462k","-4,061k",3,2009-03-31,2009-06-30,2009-05-29,171.7%,View,6254
44,-0.3,0.0,0.12,"58,621k","-2,635k",2,2008-12-31,2009-06-30,2009-02-26,189.2%,View,6254
45,-0.51,0.35,0.12,"66,605k","-4,446k",1,2008-09-30,2009-06-30,2008-11-18,1302.5%,View,6254
46,-0.08,0.35,0.13,"55,246k",-688k,4,2008-06-30,2008-06-30,2008-08-25,127.1%,View,6254
47,0.65,0.0,0.13,"56,762k","5,664k",3,2008-03-31,2008-06-30,2008-05-26,694.3%,View,6254
48,0.34,0.0,0.12,"58,334k","2,954k",2,2007-12-31,2008-06-30,2008-02-27,151.2%,View,6254
49,-0.41,0.0,1.18,"63,709k",-317k,1,2007-09-30,2008-06-30,2007-11-27,108.4%,View,6254
50,3.3,3.5,1.16,"62,757k","2,535k",4,2007-06-30,2007-06-30,2007-08-27,14.5%,View,6254
51,-1.24,0.0,1.13,"56,852k",-953k,3,2007-03-31,2007-06-30,2007-05-28,286.9%,View,6254
52,1.53,0.0,1.17,"50,044k","1,176k",2,2006-12-31,2007-06-30,2007-02-28,31%,View,6254
53,4.89,3.5,1.16,"57,892k","3,754k",1,2006-09-30,2007-06-30,2006-11-27,128.5%,View,6254
54,3.86,3.5,1.1368,"56,367k","2,964k",4,2006-06-30,2006-06-30,2006-08-28,136.9%,View,6254
55,0.66,3.5,1.0981,"45,903k",510k,3,2006-03-31,2006-06-30,2006-06-13,140.6%,View,6254
56,2.22,0.0,1.167,"45,435k","1,704k",2,2005-12-31,2006-06-30,2006-02-27,47.4%,View,6254
57,2.14,0.0,1.076,"46,663k","1,643k",1,2005-09-30,2006-06-30,2005-11-29,51.5%,View,6254
58,1.63,0.0,1.0547,"45,814k","1,251k",4,2005-06-30,2005-06-30,2005-08-29,89%,View,6254
59,0.28,0.0,1.0414,"39,823k",212k,3,2005-03-31,2005-06-30,2005-05-25,111.9%,View,6254
60,4.24,0.0,1.0405,"43,783k","3,242k",2,2004-12-31,2005-06-30,2005-02-25,355.9%,View,6254
61,4.42,0.0,1.0,"51,423k","3,386k",1,2004-09-30,2005-06-30,2004-11-29,197.8%,View,6254
62,14.86,0.0,0.9583,"54,281k","11,327k",4,2004-06-30,2004-06-30,2004-08-27,1535.6%,View,6254
63,-2.4,0.0,0.8086,"50,306k","-1,784k",3,2004-03-31,2004-06-30,2004-05-31,148.8%,View,6254
64,-1.71,0.0,0.8242,"52,716k","-1,267k",2,2003-12-31,2004-06-30,2004-02-27,174.2%,View,6254
65,-4.68,0.0,0.844,"50,270k","-3,463k",1,2003-09-30,2004-06-30,2003-11-21,358.4%,View,6254
66,-1.07,0.0,0.8936,"45,474k",-789k,4,2003-06-30,2003-06-30,2003-08-28,67.1%,View,6254
67,-0.97,0.0,0.8921,"39,001k",-717k,3,2003-03-31,2003-06-30,2003-05-29,111.5%,View,6254
68,1.81,0.0,0.91,"39,611k","1,340k",1,2002-09-30,2003-06-30,2002-11-25,248.7%,View,6254
0,-3.81,0.0,0.51,"552,618k","-223,967k",1,2020-03-31,2020-12-31,2020-05-29,460%,View,5210
1,-4.0,0.0,0.55,"515,643k","-235,176k",4,2019-12-31,2019-12-31,2020-02-27,81.4%,View,5210
2,2.61,0.0,0.59,"527,813k","153,373k",3,2019-09-30,2019-12-31,2019-11-22,130.5%,View,5210
3,1.33,0.0,0.57,"535,641k","78,208k",2,2019-06-30,2019-12-31,2019-08-30,113.4%,View,5210
4,1.06,0.0,0.57,"491,608k","62,213k",1,2019-03-31,2019-12-31,2019-05-27,28.5%,View,5210
5,-21.51,0.0,0.57,"576,308k","-1,262,879k",4,2018-12-31,2018-12-31,2019-02-28,2078.9%,View,5210
6,-8.56,0.0,0.81,"588,047k","-502,827k",3,2018-09-30,2018-12-31,2018-11-23,506.4%,View,5210
7,-9.97,0.0,0.87,"654,042k","-585,480k",2,2018-06-30,2018-12-31,2018-08-29,602.2%,View,5210
8,0.83,0.0,0.92,"600,342k","48,417k",1,2018-03-31,2018-12-31,2018-05-31,0.6%,View,5210
9,1.09,0.0,0.94,"662,147k","63,816k",4,2017-12-31,2017-12-31,2018-02-26,104.6%,View,5210
10,2.11,0.0,0.96,"641,391k","123,733k",3,2017-09-30,2017-12-31,2017-11-23,227.9%,View,5210
11,1.99,0.0,0.96,"694,419k","116,590k",2,2017-06-30,2017-12-31,2017-08-25,122.5%,View,5210
12,0.82,0.0,0.96,"404,173k","48,108k",1,2017-03-31,2017-12-31,2017-05-31,105.3%,View,5210
13,-22.09,0.0,0.97,"205,453k","-1,295,575k",4,2016-12-31,2016-12-31,2017-02-28,1422.8%,View,5210
14,-1.65,0.0,1.08,"377,506k","-96,712k",3,2016-09-30,2016-12-31,2016-11-23,238.2%,View,5210
15,-8.84,0.0,1.07,"402,869k","-518,324k",2,2016-06-30,2016-12-31,2016-08-26,77.8%,View,5210
16,0.4,0.0,1.14,"430,768k","23,430k",1,2016-03-31,2016-12-31,2016-05-31,67.5%,View,5210
17,-1.45,0.82,1.24,"589,042k","-85,080k",4,2015-12-31,2015-12-31,2016-02-26,61.9%,View,5210
18,1.19,0.0,1.28,"559,464k","69,998k",3,2015-09-30,2015-12-31,2015-11-19,35.2%,View,5210
19,-4.97,0.0,1.16,"459,077k","-291,532k",2,2015-06-30,2015-12-31,2015-08-27,396.3%,View,5210
20,1.23,0.0,1.2,"572,151k","72,048k",1,2015-03-31,2015-12-31,2015-05-26,11.2%,View,5210
21,-0.87,1.63,1.15,"701,832k","-52,560k",4,2014-12-31,2014-12-31,2015-02-26,159.5%,View,5210
22,2.29,0.0,1.57,"636,509k","108,093k",3,2014-09-30,2014-12-31,2014-11-20,10.8%,View,5210
23,3.35,0.0,1.52,"590,081k","98,379k",2,2014-06-30,2014-12-31,2014-08-20,12.1%,View,5210
24,2.21,0.0,1.51,"468,917k","64,778k",1,2014-03-31,2014-12-31,2014-05-23,40.9%,View,5210
25,3.01,3.25,1.49,"556,714k","88,318k",4,2013-12-31,2013-12-31,2014-02-20,19.1%,View,5210
26,4.14,0.0,1.46,"546,305k","121,238k",3,2013-09-30,2013-12-31,2013-11-20,27.6%,View,5210
27,3.82,0.0,1.4,"481,230k","111,965k",2,2013-06-30,2013-12-31,2013-08-20,21.8%,View,5210
28,3.74,0.0,1.34,"488,755k","109,670k",1,2013-03-31,2013-12-31,2013-05-21,22.3%,View,5210
29,3.73,3.0,1.29,"477,768k","109,145k",4,2012-12-31,2012-12-31,2013-02-22,12.5%,View,5210
30,3.25,0.0,1.25,"461,703k","95,048k",3,2012-09-30,2012-12-31,2012-11-21,2.7%,View,5210
31,3.14,0.0,1.27,"384,601k","91,926k",2,2012-06-30,2012-12-31,2012-08-16,52.6%,View,5210
32,3.06,0.0,1.21,"335,112k","89,709k",1,2012-03-31,2012-12-31,2012-05-28,9.3%,View,5210
33,4.26,2.5,1.21,"370,854k","124,761k",4,2011-12-31,2011-12-31,2012-02-27,13%,View,5210
34,3.32,0.0,1.17,"403,921k","92,578k",3,2011-09-30,2011-12-31,2011-11-21,7.5%,View,5210
35,2.64,0.0,0.59,"392,962k","60,259k",2,2011-06-30,2011-12-31,2011-08-25,18.2%,View,5210
0,1.79,0.0,0.86,"175,864k","28,465k",3,2020-03-31,2020-06-30,2020-05-19,48.4%,View,5199
1,3.23,0.0,0.81,"271,846k","51,248k",2,2019-12-31,2020-06-30,2020-02-25,2.3%,View,5199
2,1.02,0.0,0.79,"159,299k","16,228k",1,2019-09-30,2020-06-30,2019-11-21,83.8%,View,5199
3,1.56,0.0,0.78,"237,069k","24,723k",4,2019-06-30,2019-06-30,2019-08-20,75%,View,5199
4,3.47,0.0,0.76,"226,121k","55,181k",3,2019-03-31,2019-06-30,2019-05-27,33.6%,View,5199
5,3.15,0.0,0.73,"165,158k","50,105k",2,2018-12-31,2019-06-30,2019-02-19,353.8%,View,5199
6,6.3,0.0,0.7,"359,955k","100,001k",1,2018-09-30,2019-06-30,2018-11-27,827.3%,View,5199
7,6.22,0.0,0.63,"184,627k","98,751k",4,2018-06-30,2018-06-30,2018-08-29,1041.1%,View,5199
8,5.26,0.0,0.55,"75,420k","83,135k",3,2018-03-31,2018-06-30,2018-05-28,1182%,View,5199
9,0.72,0.0,0.5,"76,061k","11,042k",2,2017-12-31,2018-06-30,2018-02-21,3.4%,View,5199
10,0.73,0.0,0.51,"58,236k","10,784k",1,2017-09-30,2018-06-30,2017-11-28,86.6%,View,5199
11,0.6,0.0,0.51,"74,465k","8,654k",4,2017-06-30,2017-06-30,2017-08-28,54.3%,View,5199
12,0.45,0.0,0.52,"69,242k","6,485k",3,2017-03-31,2017-06-30,2017-05-24,91.9%,View,5199
13,0.76,0.0,0.52,"62,821k","10,675k",2,2016-12-31,2017-06-30,2017-02-22,106.5%,View,5199
14,5.91,0.0,0.5,"54,745k","80,283k",1,2016-09-30,2017-06-30,2016-11-25,1590.5%,View,5199
15,1.61,0.0,0.45,"50,583k","18,952k",4,2016-06-30,2016-06-30,2016-08-24,155.3%,View,5199
16,7.32,0.0,0.46,"31,777k","80,505k",3,2016-03-31,2016-06-30,2016-05-31,829.1%,View,5199
17,-16.32,0.0,0.43,955k,"-164,166k",2,2015-12-31,2016-06-30,2016-02-29,1440.3%,View,5199
18,0.49,0.0,0.62,245k,"4,749k",1,2015-09-30,2016-06-30,2015-11-30,151.2%,View,5199
19,-3.72,0.0,0.55,831k,"-34,274k",-,2015-06-30,2015-06-30,2015-08-26,0%,View,5199
20,-1.23,0.0,0.58,"1,717k","-11,041k",-,2015-03-31,2015-06-30,2015-05-28,0%,View,5199
21,-1.2,0.0,0.57,"2,379k","-10,658k",4,2014-12-31,2014-12-31,2015-02-27,214.2%,View,5199
22,-1.14,0.0,0.57,"2,171k","-9,277k",3,2014-09-30,2014-12-31,2014-11-27,173.4%,View,5199
23,-1.61,0.0,0.67,"2,508k","-8,810k",2,2014-06-30,2014-12-31,2014-08-26,10.5%,View,5199
24,-0.03,0.0,0.71,"5,980k",-156k,1,2014-03-31,2014-12-31,2014-05-26,106.6%,View,5199
25,1.9,0.0,0.73,"6,779k","9,336k",-,2013-12-31,2013-12-31,2014-02-24,473.3%,View,5199
26,2.79,0.0,0.6,"3,044k","12,642k",2,2013-09-30,2014-03-31,2013-11-20,541.4%,View,5199
27,-2.22,0.0,0.54,"3,520k","-9,843k",1,2013-06-30,2014-03-31,2013-08-21,725.1%,View,5199
28,0.54,0.0,0.55,"2,313k","2,361k",4,2013-03-31,2013-03-31,2013-05-23,434.4%,View,5199
29,-0.57,0.0,0.54,"2,334k","-2,501k",3,2012-12-31,2013-03-31,2013-02-25,13.8%,View,5199
30,-0.65,0.0,0.54,"1,870k","-2,864k",2,2012-09-30,2013-03-31,2012-11-23,355.3%,View,5199
31,0.28,0.0,0.57,"1,999k","-1,193k",1,2012-06-30,2013-03-31,2012-08-27,85%,View,5199
32,-0.03,0.0,0.56,"5,669k","-3,610k",4,2012-03-31,2012-03-31,2012-05-30,205.7%,View,5199
33,-0.01,0.0,0.57,"2,292k","-1,274k",2,2011-09-30,2012-03-31,2012-02-02,9700%,View,5199
0,-0.65,0.0,0.2019,"25,973k","-3,191k",3,2020-03-31,2020-06-30,2020-05-22,0%,View,5204
1,-0.93,0.0,0.2085,"31,263k","-3,952k",2,2019-12-31,2020-06-30,2020-02-25,0%,View,5204
2,-0.62,0.0,0.2185,"38,151k","-3,017k",1,2019-09-30,2020-06-30,2019-11-29,0%,View,5204
3,-3.6,0.0,0.2257,"121,982k","-17,439k",-,2019-06-30,2019-06-30,2019-08-30,3396.6%,View,5204
4,-0.94,0.0,0.319,"41,778k","-4,536k",-,2019-03-31,2019-06-30,2019-05-30,169.7%,View,5204
5,0.1,0.0,0.3284,"22,165k",487k,-,2018-12-31,2019-06-30,2019-02-28,88.8%,View,5204
6,-1.41,0.0,0.3287,"52,717k","-6,824k",3,2018-09-30,2018-12-31,2018-11-28,249.3%,View,5204
7,0.11,0.2,0.3435,"55,924k",529k,2,2018-06-30,2018-12-31,2018-08-29,90.9%,View,5204
8,1.35,0.5,0.3523,"72,751k","6,512k",1,2018-03-31,2018-12-31,2018-05-15,102.5%,View,5204
9,0.9,0.5,0.3389,"71,927k","4,334k",4,2017-12-31,2017-12-31,2018-02-27,207.6%,View,5204
10,0.94,0.5,0.3417,"48,474k","4,571k",3,2017-09-30,2017-12-31,2017-11-23,525.3%,View,5204
11,1.2,1.0,0.337,"55,211k","5,817k",2,2017-06-30,2017-12-31,2017-08-24,56.9%,View,5204
12,0.66,0.75,0.3328,"43,894k","3,216k",1,2017-03-31,2017-12-31,2017-05-22,5.9%,View,5204
13,0.29,0.75,0.3337,"24,716k","1,409k",4,2016-12-31,2016-12-31,2017-02-22,52.8%,View,5204
14,0.15,0.75,0.338,"17,840k",731k,3,2016-09-30,2016-12-31,2016-11-23,85.4%,View,5204
15,0.77,0.75,0.3445,"48,824k","3,708k",2,2016-06-30,2016-12-31,2016-08-24,27.2%,View,5204
16,0.63,0.75,0.3466,"40,692k","3,036k",1,2016-03-31,2016-12-31,2016-05-25,24.3%,View,5204
17,0.62,1.0,0.3503,"24,328k","2,983k",4,2015-12-31,2015-12-31,2016-02-25,63.3%,View,5204
18,1.04,1.0,0.354,"16,133k","5,021k",3,2015-09-30,2015-12-31,2015-11-25,0.2%,View,5204
19,1.05,1.0,0.3554,"35,000k","5,092k",2,2015-06-30,2015-12-31,2015-08-20,27.7%,View,5204
20,0.83,0.75,0.3524,"40,030k","4,008k",1,2015-03-31,2015-12-31,2015-05-27,37.4%,View,5204
21,0.38,0.5,0.3492,"12,364k","1,827k",4,2014-12-31,2014-12-31,2015-02-25,83%,View,5204
22,1.04,1.0,0.3555,"16,850k","5,032k",3,2014-09-30,2014-12-31,2014-11-26,59.2%,View,5204
23,1.6,1.44,0.2234,"29,047k","7,041k",2,2014-06-30,2014-12-31,2014-08-27,29.7%,View,5204
24,2.91,1.25,0.4398,"20,593k","6,402k",1,2014-03-31,2014-12-31,2014-05-28,28.9%,View,5204
25,4.88,3.0,0.4408,"30,412k","10,738k",4,2013-12-31,2013-12-31,2014-02-20,3.5%,View,5204
26,5.61,3.5,0.4158,"35,530k","12,331k",3,2013-09-30,2013-12-31,2013-11-20,20.8%,View,5204
27,4.55,3.0,0.39,"27,244k","10,020k",2,2013-06-30,2013-12-31,2013-08-27,15.8%,View,5204
28,4.09,2.5,0.369,"26,197k","9,003k",1,2013-03-31,2013-12-31,2013-05-22,12.2%,View,5204
29,4.72,3.0,0.3625,"24,232k","10,378k",4,2012-12-31,2012-12-31,2013-02-20,1.7%,View,5204
30,4.64,0.03,0.3453,"35,345k","10,211k",3,2012-09-30,2012-12-31,2012-11-14,1.4%,View,5204
31,3.93,0.02,0.3189,"23,467k","8,654k",2,2012-06-30,2012-12-31,2012-08-14,410%,View,5204
32,3.65,2.0,0.334,"27,062k","8,022k",1,2012-03-31,2012-12-31,2012-05-28,28.9%,View,5204
33,4.8,4.0,0.303,"32,628k","10,555k",4,2011-12-31,2011-12-31,2012-04-19,0%,View,5204
34,4.69,4.0,0.295,"33,134k","10,072k",3,2011-09-30,2011-12-31,2011-11-15,0%,View,5204
35,2.69,0.0,18.18,"8,946k","1,697k",2,2011-06-30,2011-12-31,2011-08-23,0%,View,5204
36,5.7,0.0,0.2136,"37,042k","11,287k",1,2011-03-31,2011-12-31,2011-07-05,0%,View,5204
0,-26.51,0.0,0.57,"1,111,894k","-4,234,508k",4,2020-01-31,2020-01-31,2020-04-29,946.2%,View,5218
1,-0.63,0.0,0.86,"1,777,401k","-100,891k",3,2019-10-31,2020-01-31,2019-12-05,224.5%,View,5218
2,-0.73,0.0,0.86,"1,927,400k","-116,312k",2,2019-07-31,2020-01-31,2019-09-27,7.7%,View,5218
3,-0.68,0.0,0.87,"1,632,460k","-109,096k",1,2019-04-30,2020-01-31,2019-06-27,19.6%,View,5218
4,-35.43,0.5,0.87,"1,485,071k","500,426k",4,2019-01-31,2019-01-31,2019-03-25,121.9%,View,5218
5,-0.52,0.0,1.6,"1,502,229k","-31,090k",3,2018-10-31,2019-01-31,2018-12-06,88.7%,View,5218
6,-2.12,0.0,1.58,"1,259,703k","-126,055k",2,2018-07-31,2019-01-31,2018-09-28,535.8%,View,5218
7,-2.28,0.0,1.58,"1,054,945k","-135,734k",1,2018-04-30,2019-01-31,2018-06-29,593%,View,5218
8,-38.44,0.0,1.59,"1,189,245k","-2,285,531k",4,2018-01-31,2018-01-31,2018-03-28,1226.3%,View,5218
9,-4.62,0.0,2.06,"1,279,973k","-274,406k",3,2017-10-31,2018-01-31,2017-12-07,273.6%,View,5218
10,0.49,0.0,2.12,"1,656,208k","28,927k",2,2017-07-31,2018-01-31,2017-09-27,74.2%,View,5218
11,0.46,0.0,2.15,"1,769,571k","27,533k",1,2017-04-30,2018-01-31,2017-06-19,75%,View,5218
12,-2.89,1.0,2.19,"1,812,820k","-172,319k",4,2017-01-31,2017-01-31,2017-03-31,86.6%,View,5218
13,2.66,0.0,2.12,"2,221,724k","158,059k",3,2016-10-31,2017-01-31,2016-12-08,21.7%,View,5218
14,1.89,0.0,2.06,"1,675,335k","112,266k",2,2016-07-31,2017-01-31,2016-09-28,7.9%,View,5218
15,1.85,0.0,1.98,"1,941,444k","110,311k",1,2016-04-30,2017-01-31,2016-06-28,57.7%,View,5218
16,-21.54,0.0,2.04,"2,231,537k","-1,286,191k",4,2016-01-31,2016-01-31,2016-03-25,1096%,View,5218
17,2.17,0.0,2.31,"2,890,796k","129,856k",3,2015-10-31,2016-01-31,2015-12-22,62.7%,View,5218
18,1.74,0.0,2.11,"2,803,528k","104,085k",2,2015-07-31,2016-01-31,2015-09-15,76.7%,View,5218
19,4.37,1.35,2.03,"2,258,170k","260,694k",1,2015-04-30,2016-01-31,2015-06-15,48.8%,View,5218
20,2.16,0.0,2.01,"2,394,466k","129,133k",4,2015-01-31,2015-01-31,2015-03-24,61.7%,View,5218
21,5.81,2.0,1.86,"2,410,203k","348,400k",3,2014-10-31,2015-01-31,2014-12-09,41.9%,View,5218
22,7.44,0.0,1.78,"2,694,782k","445,798k",2,2014-07-31,2015-01-31,2014-09-25,8.6%,View,5218
23,8.5,2.35,1.77,"2,443,568k","509,420k",1,2014-04-30,2015-01-31,2014-06-19,443.9%,View,5218
24,5.63,0.0,1.7,"1,884,211k","337,234k",4,2014-01-31,2014-01-31,2014-03-24,172.2%,View,5218
25,4.1,0.0,1.64,"2,381,662k","245,556k",3,2013-10-31,2014-01-31,2013-12-06,34.5%,View,5218
26,6.85,0.0,1.6,"2,490,381k","410,457k",2,2013-07-31,2014-01-31,2013-09-30,132.5%,View,5218
27,1.56,0.0,1.54,"1,622,522k","93,668k",1,2013-04-30,2014-01-31,2013-06-28,124.9%,View,5218
28,2.48,0.0,1.27,"1,957,551k","123,893k",4,2013-01-31,2013-01-31,2013-03-21,158%,View,5218
29,3.65,0.0,1.24,"2,215,524k","182,519k",3,2012-10-31,2013-01-31,2012-12-10,119.5%,View,5218
30,3.53,0.0,1.2101,"2,057,512k","176,522k",2,2012-07-31,2013-01-31,2012-09-24,125.6%,View,5218
0,-1.74,0.0,0.27,"9,805k","-3,187k",3,2020-01-31,2020-04-30,2020-03-26,137.1%,View,7017
1,-1.42,0.0,0.3,"9,864k","-2,516k",2,2019-10-31,2020-04-30,2019-12-19,40.3%,View,7017
2,-1.29,0.0,0.33,"10,193k","-2,140k",1,2019-07-31,2020-04-30,2019-09-30,37.3%,View,7017
3,-1.67,0.0,0.33,"10,271k","-2,602k",4,2019-04-30,2019-04-30,2019-06-28,81.5%,View,7017
4,-0.87,0.0,0.34,"12,634k","-1,344k",3,2019-01-31,2019-04-30,2019-03-26,63.9%,View,7017
5,-1.16,0.0,0.34,"12,471k","-1,793k",2,2018-10-31,2019-04-30,2018-12-13,51.5%,View,7017
6,-2.19,0.0,0.36,"12,367k","-3,414k",1,2018-07-31,2019-04-30,2018-09-28,20182.4%,View,7017
7,-8.74,0.0,0.38,"13,068k","-14,107k",4,2018-04-30,2018-04-30,2018-06-29,98.8%,View,7017
8,-2.3,0.0,0.4,"13,857k","-3,724k",3,2018-01-31,2018-04-30,2018-03-30,166.8%,View,7017
9,-3.03,0.0,0.57,"14,239k","-3,699k",2,2017-10-31,2018-04-30,2017-12-29,58.3%,View,7017
10,0.01,0.0,0.6,"15,785k",17k,1,2017-07-31,2018-04-30,2017-09-28,100.2%,View,7017
11,-5.8,0.0,0.71,"14,581k","-7,099k",4,2017-04-30,2017-04-30,2017-06-30,681.8%,View,7017
12,-1.14,0.0,0.77,"15,071k","-1,396k",3,2017-01-31,2017-04-30,2017-03-29,684.1%,View,7017
13,-1.88,0.0,0.77,"15,310k","-2,337k",2,2016-10-31,2017-04-30,2016-12-16,279.9%,View,7017
14,-5.83,5.0,0.79,"18,203k","-7,267k",1,2016-07-31,2017-04-30,2016-09-29,666.4%,View,7017
15,-0.68,0.0,0.89,"31,908k",-847k,4,2016-04-30,2016-04-30,2016-06-30,93.1%,View,7017
16,0.19,0.0,0.9,"41,409k",239k,3,2016-01-31,2016-04-30,2016-03-24,70.4%,View,7017
17,1.04,0.0,0.92,"42,136k","1,299k",2,2015-10-31,2016-04-30,2015-12-22,554.2%,View,7017
18,1.03,0.0,0.89,"39,934k","1,283k",1,2015-07-31,2016-04-30,2015-09-29,227%,View,7017
19,-11.64,0.0,0.89,"36,719k","-11,853k",4,2015-04-30,2015-04-30,2015-06-30,60.3%,View,7017
20,0.79,0.0,0.91,"36,170k",808k,3,2015-01-31,2015-04-30,2015-03-26,615%,View,7017
21,-0.35,0.0,1.21,"33,453k",-286k,2,2014-10-31,2015-04-30,2014-12-31,173%,View,7017
22,-1.24,0.0,1.21,"33,106k","-1,010k",1,2014-07-31,2015-04-30,2014-09-29,345.7%,View,7017
23,-36.95,0.0,1.21,"36,977k","-30,031k",4,2014-04-30,2014-04-30,2014-06-30,379.6%,View,7017
24,0.14,0.0,1.45,"42,509k",113k,3,2014-01-31,2014-04-30,2014-03-27,89.1%,View,7017
25,0.48,0.0,1.45,"38,919k",392k,2,2013-10-31,2014-04-30,2013-12-17,47.4%,View,7017
26,0.51,0.0,1.45,"33,478k",411k,1,2013-07-31,2014-04-30,2013-09-23,209%,View,7017
27,0.11,0.5,1.52,"34,742k",86k,4,2013-04-30,2013-04-30,2013-06-28,108.6%,View,7017
28,1.29,0.0,1.51,"33,946k","1,032k",3,2013-01-31,2013-04-30,2013-03-27,268.6%,View,7017
29,0.33,0.0,1.49,"33,809k",266k,2,2012-10-31,2013-04-30,2012-12-24,48.7%,View,7017
30,0.17,0.0,1.48,"33,540k",133k,1,2012-07-31,2013-04-30,2012-09-24,52.8%,View,7017
31,-1.26,0.0,1.48,"32,734k","-1,005k",4,2012-04-30,2012-04-30,2012-06-29,328.4%,View,7017
32,0.35,0.0,1.49,"29,201k",280k,3,2012-01-31,2012-04-30,2012-03-26,46.1%,View,7017
33,0.65,0.0,1.49,"31,557k",519k,2,2011-10-31,2012-04-30,2011-12-20,2.4%,View,7017
34,0.35,0.0,1.47,"29,854k",282k,1,2011-07-31,2012-04-30,2011-09-30,56.5%,View,7017
35,0.66,0.0,1.47,"28,314k",526k,4,2011-04-30,2011-04-30,2011-06-29,465.6%,View,7017
36,0.65,0.0,1.46,"29,851k",519k,3,2011-01-31,2011-04-30,2011-03-29,53.1%,View,7017
37,0.64,0.0,1.46,"25,360k",507k,2,2010-10-31,2011-04-30,2010-12-21,13.9%,View,7017
38,0.8,0.0,1.45,"29,838k",649k,1,2010-07-31,2011-04-30,2010-09-29,264.6%,View,7017
39,0.12,0.0,1.41,"29,144k",93k,4,2010-04-30,2010-04-30,2010-06-28,51.6%,View,7017
40,1.39,0.0,1.45,"26,387k","1,106k",3,2010-01-31,2010-04-30,2010-03-30,236.5%,View,7017
41,0.72,0.0,1.44,"27,809k",589k,2,2009-10-31,2010-04-30,2009-12-16,46.2%,View,7017
42,0.22,0.0,1.44,"28,655k",178k,1,2009-07-31,2010-04-30,2009-09-29,68.9%,View,7017
43,0.24,0.0,1.45,"29,468k",192k,4,2009-04-30,2009-04-30,2009-07-08,12.3%,View,7017
44,-1.0,0.0,1.46,"24,762k",-810k,3,2009-01-31,2009-04-30,2009-03-26,159%,View,7017
45,0.5,0.0,1.47,"32,340k",403k,2,2008-10-31,2009-04-30,2008-12-23,5.2%,View,7017
46,0.71,0.0,1.41,"31,204k",573k,1,2008-07-31,2009-04-30,2008-09-26,289.7%,View,7017
47,0.15,0.0,1.42,"29,087k",124k,4,2008-04-30,2008-04-30,2008-07-02,83.2%,View,7017
48,1.72,0.0,1.39,"29,970k","1,372k",3,2008-01-31,2008-04-30,2008-03-26,768.4%,View,7017
49,0.53,0.0,1.38,"27,600k",425k,2,2007-10-31,2008-04-30,2007-12-13,6.6%,View,7017
50,-0.38,0.0,1.38,"29,623k",-302k,1,2007-07-31,2008-04-30,2007-12-13,291.1%,View,7017
51,0.93,0.0,1.4,"28,488k",739k,4,2007-04-30,2007-04-30,2007-06-29,2563.3%,View,7017
52,0.2,0.0,1.37,"25,359k",158k,3,2007-01-31,2007-04-30,2007-03-30,53.4%,View,7017
53,0.57,0.0,1.36,"25,925k",455k,2,2006-10-31,2007-04-30,2006-12-22,8.1%,View,7017
54,0.2,0.0,1.35,"25,703k",158k,1,2006-07-31,2007-04-30,2006-09-28,167.8%,View,7017
55,-0.04,0.0,1.33,"29,420k",-30k,4,2006-04-30,2006-04-30,2006-06-29,86.7%,View,7017
56,0.13,0.0,1.35,"22,186k",103k,3,2006-01-31,2006-04-30,2006-03-30,76%,View,7017
57,0.51,0.0,1.32,"28,479k",421k,2,2005-10-31,2006-04-30,2005-12-23,3.2%,View,7017
